"","X1","STATE.ABBREVIATION","STATE","DISTRICT","FEC.ID.","incumbent","candidate.first","candidate.last","candidate.name","TOTAL.VOTES","PARTY","PRIMARY","primary.perc","RUNOFF","runoff.perc","GENERAL","GE.perc","GE.RUNOFF.ELECTION.VOTES..LA.","GE.RUNOFF.ELECTION....LA.","COMBINED.GE.PARTY.TOTALS..CT..NY..SC.","COMBINED....CT..NY..SC.","GE.WINNER.INDICATOR","FOOTNOTES","X","year"
"4076",4077,"TX","Texas","06","H4TX06160","","Hugh","Chauvin","Chauvin, Hugh","","LIB","*","","","","4,847","1.94%","","","","","","* In Texas, the Green and Libertarian Parties nominate by convention. The convention dates are March 17, 2012, for single county U.S. House Districts 2, 3, 7, 16, 18, 20, 29 and 30; and March 24, 2012 for multi-county U.S. House Districts 1, 4-6, 8-15, 17, 19, 21-28, 31-36.  Convention nominees are noted with an asterisk.",NA,"2012"
"4077",4078,"TX","Texas","06","H2TX06194","","Brandon","Parmer","Parmer, Brandon","","GRE","*","","","","2,017","0.81%","","","","","","* In Texas, the Green and Libertarian Parties nominate by convention. The convention dates are March 17, 2012, for single county U.S. House Districts 2, 3, 7, 16, 18, 20, 29 and 30; and March 24, 2012 for multi-county U.S. House Districts 1, 4-6, 8-15, 17, 19, 21-28, 31-36.  Convention nominees are noted with an asterisk.",NA,"2012"
"4080",4081,"TX","Texas","07","H0TX07055","(I)","John","Culberson","Culberson, John","","R","37,590","86.29%","","","142,793","60.81%","","","","","W","",NA,"2012"
"4081",4082,"TX","Texas","07","H2TX36027","","Bill","Tofte","Tofte, Bill","","R","5,971","13.71%","","","","","","","","","","",NA,"2012"
"4083",4084,"TX","Texas","07","H0TX07147","","Lissa","Squiers","Squiers, Lissa","","D","2,848","39.92%","1,545","42.14%","","","","","","","","",NA,"2012"
"4084",4085,"TX","Texas","07","H2TX07036","","James","Cargas","Cargas, James","","D","2,410","33.78%","2,121","57.86%","85,553","36.43%","","","","","","",NA,"2012"
"4085",4086,"TX","Texas","07","H2TX07028","","Phillip","Andrews","Andrews, Phillip","","D","1,876","26.30%","","","","","","","","","","",NA,"2012"
"4087",4088,"TX","Texas","07","H8TX07066","","Drew","Parks","Parks, Drew","","LIB","*","","","","4,669","1.99%","","","","","","* In Texas, the Green and Libertarian Parties nominate by convention. The convention dates are March 17, 2012, for single county U.S. House Districts 2, 3, 7, 16, 18, 20, 29 and 30; and March 24, 2012 for multi-county U.S. House Districts 1, 4-6, 8-15, 17, 19, 21-28, 31-36.  Convention nominees are noted with an asterisk.",NA,"2012"
"4088",4089,"TX","Texas","07","H2TX07044","","Lance","Findley","Findley, Lance","","GRE","*","","","","1,822","0.78%","","","","","","* In Texas, the Green and Libertarian Parties nominate by convention. The convention dates are March 17, 2012, for single county U.S. House Districts 2, 3, 7, 16, 18, 20, 29 and 30; and March 24, 2012 for multi-county U.S. House Districts 1, 4-6, 8-15, 17, 19, 21-28, 31-36.  Convention nominees are noted with an asterisk.",NA,"2012"
"4093",4094,"TX","Texas","08","H6TX08100","(I)","Kevin","Brady","Brady, Kevin","","R","48,366","76.11%","","","194,043","77.29%","","","","","W","",NA,"2012"
"4094",4095,"TX","Texas","08","H2TX08075","","Larry","Youngblood","Youngblood, Larry","","R","15,181","23.89%","","","","","","","","","","",NA,"2012"
"4096",4097,"TX","Texas","08","H2TX08083","","Neil","Burns","Burns, Neil","","D","5,789","100.00%","","","51,051","20.33%","","","","","","",NA,"2012"
"4098",4099,"TX","Texas","08","H2TX08075","","Roy","Hall","Hall, Roy","","LIB","*","","","","5,958","2.37%","","","","","","* In Texas, the Green and Libertarian Parties nominate by convention. The convention dates are March 17, 2012, for single county U.S. House Districts 2, 3, 7, 16, 18, 20, 29 and 30; and March 24, 2012 for multi-county U.S. House Districts 1, 4-6, 8-15, 17, 19, 21-28, 31-36.  Convention nominees are noted with an asterisk.",NA,"2012"
"4101",4102,"TX","Texas","09","H4TX09095","(I)","Al","Green","Green, Al","","D","20,917","100.00%","","","144,075","78.49%","","","","","W","",NA,"2012"
"4103",4104,"TX","Texas","09","H0TX09143","","Steve","Mueller","Mueller, Steve","","R","7,255","100.00%","","","36,139","19.69%","","","","","","",NA,"2012"
"4105",4106,"TX","Texas","09","H2TX09123","","Vanessa","Foster","Foster, Vanessa","","GRE","*","","","","1,743","0.95%","","","","","","* In Texas, the Green and Libertarian Parties nominate by convention. The convention dates are March 17, 2012, for single county U.S. House Districts 2, 3, 7, 16, 18, 20, 29 and 30; and March 24, 2012 for multi-county U.S. House Districts 1, 4-6, 8-15, 17, 19, 21-28, 31-36.  Convention nominees are noted with an asterisk.",NA,"2012"
"4106",4107,"TX","Texas","09","H8TX22180","","John","Wieder","Wieder, John","","LIB","*","","","","1,609","0.88%","","","","","","* In Texas, the Green and Libertarian Parties nominate by convention. The convention dates are March 17, 2012, for single county U.S. House Districts 2, 3, 7, 16, 18, 20, 29 and 30; and March 24, 2012 for multi-county U.S. House Districts 1, 4-6, 8-15, 17, 19, 21-28, 31-36.  Convention nominees are noted with an asterisk.",NA,"2012"
"4109",4110,"TX","Texas","10","H4TX10093","(I)","Michael","McCaul","McCaul, Michael","","R","39,543","83.77%","","","159,783","60.52%","","","","","W","",NA,"2012"
"4110",4111,"TX","Texas","10","H2TX10105","","Eddie","Traylor","Traylor, Eddie","","R","7,664","16.23%","","","","","","","","","","",NA,"2012"
"4112",4113,"TX","Texas","10","H2TX10113","","Tawana W.","Cadien","Cadien, Tawana W.","","D","8,061","56.65%","","","95,710","36.25%","","","","","","",NA,"2012"
"4113",4114,"TX","Texas","10","H2TX10121","","William E., Jr.","Miller","Miller, William E., Jr.","","D","6,169","43.35%","","","","","","","","","","",NA,"2012"
"4115",4116,"TX","Texas","10","H2TX10139","","Richard","Priest","Priest, Richard","","LIB","*","","","","8,526","3.23%","","","","","","* In Texas, the Green and Libertarian Parties nominate by convention. The convention dates are March 17, 2012, for single county U.S. House Districts 2, 3, 7, 16, 18, 20, 29 and 30; and March 24, 2012 for multi-county U.S. House Districts 1, 4-6, 8-15, 17, 19, 21-28, 31-36.  Convention nominees are noted with an asterisk.",NA,"2012"
"4118",4119,"TX","Texas","11","H4TX19136","(I)","Mike","Conaway","Conaway, Mike","","R","48,581","70.36%","","","177,742","78.64%","","","","","W","",NA,"2012"
"4119",4120,"TX","Texas","11","H0TX11115","","Chris","Younts","Younts, Chris","","R","12,917","18.71%","","","","","","","","","","",NA,"2012"
"4120",4121,"TX","Texas","11","H2TX11079","","Wade","Brown","Brown, Wade","","R","7,547","10.93%","","","","","","","","","","",NA,"2012"
"4122",4123,"TX","Texas","11","H2TX11061","","Jim","Riley","Riley, Jim","","D","4,322","100.00%","","","41,970","18.57%","","","","","","",NA,"2012"
"4124",4125,"TX","Texas","11","H2TX11095","","Scott J.","Ballard","Ballard, Scott J.","","LIB","*","","","","6,311","2.79%","","","","","","* In Texas, the Green and Libertarian Parties nominate by convention. The convention dates are March 17, 2012, for single county U.S. House Districts 2, 3, 7, 16, 18, 20, 29 and 30; and March 24, 2012 for multi-county U.S. House Districts 1, 4-6, 8-15, 17, 19, 21-28, 31-36.  Convention nominees are noted with an asterisk.",NA,"2012"
"4127",4128,"TX","Texas","12","H6TX12060","(I)","Kay","Granger","Granger, Kay","","R","34,828","80.18%","","","175,649","70.91%","","","","","W","",NA,"2012"
"4128",4129,"TX","Texas","12","H2TX00098","","Bill","Lawrence","Lawrence, Bill","","R","8,611","19.82%","","","","","","","","","","",NA,"2012"
"4130",4131,"TX","Texas","12","H2TX33107","","Dave","Robinson","Robinson, Dave","","D","6,530","100.00%","","","66,080","26.68%","","","","","","",NA,"2012"
"4132",4133,"TX","Texas","12","H0TX12212","","Matthew","Solodow","Solodow, Matthew","","LIB","*","","","","5,983","2.42%","","","","","","* In Texas, the Green and Libertarian Parties nominate by convention. The convention dates are March 17, 2012, for single county U.S. House Districts 2, 3, 7, 16, 18, 20, 29 and 30; and March 24, 2012 for multi-county U.S. House Districts 1, 4-6, 8-15, 17, 19, 21-28, 31-36.  Convention nominees are noted with an asterisk.",NA,"2012"
"4135",4136,"TX","Texas","13","H4TX13014","(I)","Mac","Thornberry","Thornberry, Mac","","R","47,051","77.53%","","","187,775","90.98%","","","","","W","",NA,"2012"
"4136",4137,"TX","Texas","13","H2TX13075","","Pamela Lee","Barlow","Barlow, Pamela Lee","","R","13,637","22.47%","","","","","","","","","","",NA,"2012"
"4138",4139,"TX","Texas","13","H2TX13083","","John Robert","Deek","Deek, John Robert","","LIB","*","","","","12,701","6.15%","","","","","","* In Texas, the Green and Libertarian Parties nominate by convention. The convention dates are March 17, 2012, for single county U.S. House Districts 2, 3, 7, 16, 18, 20, 29 and 30; and March 24, 2012 for multi-county U.S. House Districts 1, 4-6, 8-15, 17, 19, 21-28, 31-36.  Convention nominees are noted with an asterisk.",NA,"2012"
"4139",4140,"TX","Texas","13","H2TX13091","","Keith F.","Houston","Houston, Keith F.","","GRE","*","","","","5,912","2.86%","","","","","","* In Texas, the Green and Libertarian Parties nominate by convention. The convention dates are March 17, 2012, for single county U.S. House Districts 2, 3, 7, 16, 18, 20, 29 and 30; and March 24, 2012 for multi-county U.S. House Districts 1, 4-6, 8-15, 17, 19, 21-28, 31-36.  Convention nominees are noted with an asterisk.",NA,"2012"
"4142",4143,"TX","Texas","14","H2TX14149","","Randy","Weber","Weber, Randy","","R","12,088","27.60%","23,295","62.81%","131,460","53.47%","","","","","W","",NA,"2012"
"4143",4144,"TX","Texas","14","H2TX14123","","Felicia","Harris","Harris, Felicia","","R","8,287","18.92%","13,792","37.19%","","","","","","","","",NA,"2012"
"4144",4145,"TX","Texas","14","H2TX14081","","Michael","Truncale","Truncale, Michael","","R","6,212","14.18%","","","","","","","","","","",NA,"2012"
"4145",4146,"TX","Texas","14","H2TX14115","","Jay","Old","Old, Jay","","R","6,143","14.02%","","","","","","","","","","",NA,"2012"
"4146",4147,"TX","Texas","14","H2TX14131","","Robert","Gonzalez","Gonzalez, Robert","","R","4,302","9.82%","","","","","","","","","","",NA,"2012"
"4147",4148,"TX","Texas","14","H2TX14156","","Bill","Sargent","Sargent, Bill","","R","3,328","7.60%","","","","","","","","","","",NA,"2012"
"4148",4149,"TX","Texas","14","H0TX14119","","John","Gay","Gay, John","","R","2,075","4.74%","","","","","","","","","","",NA,"2012"
"4149",4150,"TX","Texas","14","H8TX22073","","George","Harper","Harper, George","","R","813","1.86%","","","","","","","","","","",NA,"2012"
"4150",4151,"TX","Texas","14","H2TX14164","","Mark A.","Mansius","Mansius, Mark A.","","R","554","1.26%","","","","","","","","","","",NA,"2012"
"4152",4153,"TX","Texas","14","H6TX09033","","Nick","Lampson","Lampson, Nick","","D","18,500","83.24%","","","109,697","44.62%","","","","","","",NA,"2012"
"4153",4154,"TX","Texas","14","H2TX14172","","Linda","Dailey","Dailey, Linda","","D","3,724","16.76%","","","","","","","","","","",NA,"2012"
"4155",4156,"TX","Texas","14","H2TX13109","","Zach","Grady","Grady, Zach","","LIB","*","","","","3,619","1.47%","","","","","","* In Texas, the Green and Libertarian Parties nominate by convention. The convention dates are March 17, 2012, for single county U.S. House Districts 2, 3, 7, 16, 18, 20, 29 and 30; and March 24, 2012 for multi-county U.S. House Districts 1, 4-6, 8-15, 17, 19, 21-28, 31-36.  Convention nominees are noted with an asterisk.",NA,"2012"
"4157",4158,"TX","Texas","14","H0TX20090","","Rhett Rosenquest","Smith","Smith, Rhett Rosenquest","","GRE","*","","","","1,063","0.43%","","","","","","* In Texas, the Green and Libertarian Parties nominate by convention. The convention dates are March 17, 2012, for single county U.S. House Districts 2, 3, 7, 16, 18, 20, 29 and 30; and March 24, 2012 for multi-county U.S. House Districts 1, 4-6, 8-15, 17, 19, 21-28, 31-36.  Convention nominees are noted with an asterisk.",NA,"2012"
"4160",4161,"TX","Texas","15","H6TX15055","(I)","Rubén","Hinojosa","Hinojosa, Rubén","","D","29,397","71.16%","","","89,296","60.89%","","","","","W","",NA,"2012"
"4161",4162,"TX","Texas","15","H2TX15054","","David","Cantu","Cantu, David","","D","5,008","12.12%","","","","","","","","","","",NA,"2012"
"4162",4163,"TX","Texas","15","H2TX15062","","Jane","Cross","Cross, Jane","","D","4,208","10.19%","","","","","","","","","","",NA,"2012"
"4163",4164,"TX","Texas","15","H2TX15047","","Ruben Ramon","Ramirez","Ramirez, Ruben Ramon","","D","2,012","4.87%","","","","","","","","","","",NA,"2012"
"4164",4165,"TX","Texas","15","H2TX15088","","Johnny ""JP""","Partain","Partain, Johnny ""JP""","","D","687","1.66%","","","","","","","","","","",NA,"2012"
"4166",4167,"TX","Texas","15","H2TX28040","","Dale A.","Brueggemann","Brueggemann, Dale A.","","R","4,551","31.68%","6,403","57.30%","54,056","36.86%","","","","","","",NA,"2012"
"4167",4168,"TX","Texas","15","H6TX15113","","Eddie","Zamora","Zamora, Eddie","","R","4,749","33.06%","4,771","42.70%","","","","","","","","",NA,"2012"
"4168",4169,"TX","Texas","15","H2TX15096","","Rebecca","Cervera","Cervera, Rebecca","","R","2,942","20.48%","","","","","","","","","","",NA,"2012"
"4169",4170,"TX","Texas","15","H2TX15039","","Jim","Kuiken","Kuiken, Jim","","R","2,124","14.78%","","","","","","","","","","",NA,"2012"
"4171",4172,"TX","Texas","15","H2TX15104","","Ron","Finch","Finch, Ron","","LIB","*","","","","3,309","2.26%","","","","","","* In Texas, the Green and Libertarian Parties nominate by convention. The convention dates are March 17, 2012, for single county U.S. House Districts 2, 3, 7, 16, 18, 20, 29 and 30; and March 24, 2012 for multi-county U.S. House Districts 1, 4-6, 8-15, 17, 19, 21-28, 31-36.  Convention nominees are noted with an asterisk.",NA,"2012"
"4174",4175,"TX","Texas","16","H2TX16185","","Beto","O'Rourke","O'Rourke, Beto","","D","23,261","50.47%","","","101,403","65.42%","","","","","W","",NA,"2012"
"4175",4176,"TX","Texas","16","H6TX00115","(I)","Silvestre","Reyes","Reyes, Silvestre","","D","20,440","44.35%","","","","","","","","","","",NA,"2012"
"4176",4177,"TX","Texas","16","H2TX16227","","Jerome","Tilghman","Tilghman, Jerome","","D","1,270","2.76%","","","","","","","","","","",NA,"2012"
"4177",4178,"TX","Texas","16","H6TX16111","","Ben E. ""(Buddy)""","Mendoza","Mendoza, Ben E. ""(Buddy)""","","D","701","1.52%","","","","","","","","","","",NA,"2012"
"4178",4179,"TX","Texas","16","H2TX16219","","Paul, Jr.","Johnson","Johnson, Paul, Jr.","","D","419","0.91%","","","","","","","","","","",NA,"2012"
"4180",4181,"TX","Texas","16","H2TX16193","","Barbara","Carrasco","Carrasco, Barbara","","R","5,268","58.87%","","","51,043","32.93%","","","","","","",NA,"2012"
"4181",4182,"TX","Texas","16","H2TX16201","","Corey Dean","Roen","Roen, Corey Dean","","R","3,681","41.13%","","","","","","","","","","",NA,"2012"
"4183",4184,"TX","Texas","16","H2TX16235","","Junart","Sodoy","Sodoy, Junart","","LIB","*","","","","2,559","1.65%","","","","","","* In Texas, the Green and Libertarian Parties nominate by convention. The convention dates are March 17, 2012, for single county U.S. House Districts 2, 3, 7, 16, 18, 20, 29 and 30; and March 24, 2012 for multi-county U.S. House Districts 1, 4-6, 8-15, 17, 19, 21-28, 31-36.  Convention nominees are noted with an asterisk.",NA,"2012"
"4186",4187,"TX","Texas","17","H0TX17104","(I)","Bill","Flores","Flores, Bill","","R","41,449","82.50%","","","143,284","79.93%","","","","","W","",NA,"2012"
"4187",4188,"TX","Texas","17","H2TX17068","","George W.","Hindman","Hindman, George W.","","R","8,790","17.50%","","","","","","","","","","",NA,"2012"
"4189",4190,"TX","Texas","17","H2TX17076","","Ben","Easton","Easton, Ben","","LIB","*","","","","35,978","20.07%","","","","","","* In Texas, the Green and Libertarian Parties nominate by convention. The convention dates are March 17, 2012, for single county U.S. House Districts 2, 3, 7, 16, 18, 20, 29 and 30; and March 24, 2012 for multi-county U.S. House Districts 1, 4-6, 8-15, 17, 19, 21-28, 31-36.  Convention nominees are noted with an asterisk.",NA,"2012"
"4192",4193,"TX","Texas","18","H4TX18054","(I)","Sheila","Jackson Lee","Jackson Lee, Sheila","","D","21,171","100.00%","","","146,223","75.01%","","","","","W","",NA,"2012"
"4194",4195,"TX","Texas","18","H2TX18140","","Sean","Seibert","Seibert, Sean","","R","7,493","100.00%","","","44,015","22.58%","","","","","","",NA,"2012"
"4196",4197,"TX","Texas","18","H2TX18157","","Christopher","Barber","Barber, Christopher","","LIB","*","","","","4,694","2.41%","","","","","","* In Texas, the Green and Libertarian Parties nominate by convention. The convention dates are March 17, 2012, for single county U.S. House Districts 2, 3, 7, 16, 18, 20, 29 and 30; and March 24, 2012 for multi-county U.S. House Districts 1, 4-6, 8-15, 17, 19, 21-28, 31-36.  Convention nominees are noted with an asterisk.",NA,"2012"
"4199",4200,"TX","Texas","19","H4TX19102","(I)","Randy","Neugebauer","Neugebauer, Randy","","R","45,444","74.31%","","","163,239","84.99%","","","","","W","",NA,"2012"
"4200",4201,"TX","Texas","19","H2TX19064","","Chris","Winn","Winn, Chris","","R","15,707","25.69%","","","","","","","","","","",NA,"2012"
"4202",4203,"TX","Texas","19","H4TX19235","","Richard (Chip)","Peterson","Peterson, Richard (Chip)","","LIB","*","","","","28,824","15.01%","","","","","","* In Texas, the Green and Libertarian Parties nominate by convention. The convention dates are March 17, 2012, for single county U.S. House Districts 2, 3, 7, 16, 18, 20, 29 and 30; and March 24, 2012 for multi-county U.S. House Districts 1, 4-6, 8-15, 17, 19, 21-28, 31-36.  Convention nominees are noted with an asterisk.",NA,"2012"
"4205",4206,"TX","Texas","20","H2TX35011","","Joaquin","Castro","Castro, Joaquin","","D","16,562","100.00%","","","119,032","63.93%","","","","","W","",NA,"2012"
"4207",4208,"TX","Texas","20","H2TX20039","","David","Rosa","Rosa, David","","R","9,582","100.00%","","","62,376","33.50%","","","","","","",NA,"2012"
