"","X1","STATE","STATE.ABBREVIATION","DISTRICT","FEC.ID.","incumbent","candidate.first","candidate.last","candidate.name","TOTAL.VOTES","PARTY","PRIMARY","primary.perc","RUNOFF","runoff.perc","GENERAL","GE.perc","COMBINED.GE.PARTY.TOTALS..CT..NY..SC.","COMBINED....CT..NY..SC.","FOOTNOTES","X","X.1","X.2","year"
"316",317,"Arkansas","AR","S","S4AR00046","","Jim","Holt","Holt, Jim","","R","24,826","17.45%","","","","","","","","",NA,NA,"2010"
"317",318,"Arkansas","AR","S","S0AR00077","","Gilbert","Baker","Baker, Gilbert","","R","16,540","11.63%","","","","","","","","",NA,NA,"2010"
"318",319,"Arkansas","AR","S","S0AR00069","","Conrad ""Colonel""","Reynolds","Reynolds, Conrad ""Colonel""","","R","7,128","5.01%","","","","","","","","",NA,NA,"2010"
"319",320,"Arkansas","AR","S","S0AR00036","","Curtis","Coleman","Coleman, Curtis","","R","6,928","4.87%","","","","","","","","",NA,NA,"2010"
"320",321,"Arkansas","AR","S","S0AR00085","","Kim","Hendren","Hendren, Kim","","R","5,551","3.90%","","","","","","","","",NA,NA,"2010"
"321",322,"Arkansas","AR","S","S0AR00143","","Randy","Alexander","Alexander, Randy","","R","4,389","3.09%","","","","","","","","",NA,NA,"2010"
"322",323,"Arkansas","AR","S","S0AR00044","","Fred","Ramey","Ramey, Fred","","R","1,888","1.33%","","","","","","","","",NA,NA,"2010"
"324",325,"Arkansas","AR","S","S8AR00112","(I)","Blanche Lambert","Lincoln","Lincoln, Blanche Lambert","","D","146,579","44.50%","134,756","52.00%","288,156","36.95%","","","","",NA,NA,"2010"
"325",326,"Arkansas","AR","S","S0AR00168","","Bill","Halter","Halter, Bill","","D","140,081","42.53%","124,405","48.00%","","","","","","",NA,NA,"2010"
"326",327,"Arkansas","AR","S","S0AR00176","","DC","Morrison","Morrison, DC","","D","42,695","12.96%","","","","","","","","",NA,NA,"2010"
"328",329,"Arkansas","AR","S","S0AR00135","","Trevor","Drown","Drown, Trevor","","IND","","","","","25,234","3.24%","","","","",NA,NA,"2010"
"329",330,"Arkansas","AR","S","S0AR00184","","John Laney, III","Gray","Gray, John Laney, III","","GRE","","","","","14,430","1.85%","","","","",NA,NA,"2010"
"331",332,"Arkansas","AR","S","S0AR00192","","Stephan ""Troublemaker""","Hercher","Hercher, Stephan ""Troublemaker""","","W","","","","","143","0.02%","","","","",NA,NA,"2010"
"335",336,"California","CA","01","H8CA01109","(I)","Mike","Thompson","Thompson, Mike","","D","74,695","100.00%","","","147,307","62.79%","","","","",NA,NA,"2010"
"337",338,"California","CA","01","H0CA01148","","Loren","Hanks","Hanks, Loren","","R","28,115","60.46%","","","72,803","31.03%","","","","",NA,NA,"2010"
"338",339,"California","CA","01","H0CA01155","","Randy ","Franck","Franck, Randy ","","R","18,383","39.54%","","","","","","","","",NA,NA,"2010"
"340",341,"California","CA","01","H8CA01182","","Carol","Wolman","Wolman, Carol","","GRE","1,818","100.00%","","","8,486","3.62%","","","","",NA,NA,"2010"
"342",343,"California","CA","01","H0CA01163","","Mike","Rodrigues","Rodrigues, Mike","","LIB","657","100.00%","","","5,996","2.56%","","","","",NA,NA,"2010"
"346",347,"California","CA","02","H6CA02010","(I)","Wally ","Herger","Herger, Wally ","","R","57,272","65.26%","","","130,837","57.15%","","","","",NA,NA,"2010"
"347",348,"California","CA","02","H0CA02120","","Pete ","Stiglich","Stiglich, Pete ","","R","30,487","34.74%","","","","","","","","",NA,NA,"2010"
"349",350,"California","CA","02","H0CA02138","","Jim","Reed","Reed, Jim","","D","42,334","100.00%","","","98,092","42.85%","","","","",NA,NA,"2010"
"351",352,"California","CA","02","H0CA02146 ","","Mark A.","Jensen","Jensen, Mark A.","","W","","","","","11","0.00%","","","","",NA,NA,"2010"
"354",355,"California","CA","03","H6CA34112","(I)","Dan","Lungren","Lungren, Dan","","R","71,918","100.00%","","","131,169","50.08%","","","","",NA,NA,"2010"
"356",357,"California","CA","03","H0CA03078","","Ami","Bera","Bera, Ami","","D","49,022","100.00%","","","113,128","43.19%","","","","",NA,NA,"2010"
"358",359,"California","CA","03","H0CA03102","","Jerry L.","Leidecker","Leidecker, Jerry L.","","AIP","1,614","100.00%","","","6,577","2.51%","","","","",NA,NA,"2010"
"360",361,"California","CA","03","H8CA03154","","Douglas Arthur","Tuma","Tuma, Douglas Arthur","","LIB","581","100.00%","","","6,275","2.40%","","","","",NA,NA,"2010"
"362",363,"California","CA","03","H6CA03109","","Mike","Roskey","Roskey, Mike","","PAF","121","100.00%","","","4,789","1.83%","","","","",NA,NA,"2010"
"366",367,"California","CA","04","H8CA04152","(I)","Tom ","McClintock","McClintock, Tom ","","R","89,443","78.48%","","","186,397","61.27%","","","","",NA,NA,"2010"
"367",368,"California","CA","04","H0CA04142","","Michael","Babich","Babich, Michael","","R","24,528","21.52%","","","","","","","","",NA,NA,"2010"
"369",370,"California","CA","04","H0CA04134","","Clint","Curtis","Curtis, Clint","","D","50,400","100.00%","","","95,653","31.44%","","","","",NA,NA,"2010"
"371",372,"California","CA","04","H0CA04159","","Benjamin ""Ben""","Emery","Emery, Benjamin ""Ben""","","GRE","728","100.00%","","","22,179","7.29%","","","","",NA,NA,"2010"
"375",376,"California","CA","05","H6CA05195","(I)","Doris","Matsui","Matsui, Doris","","D","56,762","100.00%","","","124,220","72.05%","","","","",NA,NA,"2010"
"377",378,"California","CA","05","H8CA05159","","Paul A.","Smith","Smith, Paul A.","","R","14,588","56.68%","","","43,577","25.28%","","","","",NA,NA,"2010"
"378",379,"California","CA","05","H0CA05073","","Erik","Smitt","Smitt, Erik","","R","11,148","43.32%","","","","","","","","",NA,NA,"2010"
"380",381,"California","CA","05","H0CA05081","","Gerald Allen","Frink","Frink, Gerald Allen","","PAF","168","100.00%","","","4,594","2.66%","","","","",NA,NA,"2010"
"382",383,"California","CA","05","H0CA05099 ","","Tony","Lacy","Lacy, Tony","","W","","","","","19","0.01%","","","","",NA,NA,"2010"
"385",386,"California","CA","06","H2CA01045","(I)","Lynn C.","Woolsey","Woolsey, Lynn C.","","D","92,204","99.99%","","","172,216","65.94%","","","","",NA,NA,"2010"
"386",387,"California","CA","06","H6CA06193","","","","Halliwell, Michael J.","","W(DEM)","11","0.01%","","","","","","","","",NA,NA,"2010"
"388",389,"California","CA","06","H0CA06097","","Jim","Judd","Judd, Jim","","R","27,770","67.89%","","","77,361","29.62%","","","","",NA,NA,"2010"
"389",390,"California","CA","06","H6CA06193","","Michael","Halliwell","Halliwell, Michael","","R","13,136","32.11%","","","","","","","","",NA,NA,"2010"
"391",392,"California","CA","06","H0CA06113","","Eugene E.","Ruyle","Ruyle, Eugene E.","","PAF","185","100.00%","","","5,915","2.26%","","","","",NA,NA,"2010"
"393",394,"California","CA","06","H0CA06105","","Joel","Smollen","Smollen, Joel","","LIB","617","100.00%","","","5,660","2.17%","","","","",NA,NA,"2010"
"395",396,"California","CA","06","H0CA06121","","Daniel W.","Roberts","Roberts, Daniel W.","","W(AIP)","27","100.00%","","","","","","","","",NA,NA,"2010"
"399",400,"California","CA","07","H6CA07043","(I)","George ","Miller","Miller, George ","","D","52,210","85.04%","","","122,118","68.25%","","","","",NA,NA,"2010"
"400",401,"California","CA","07","H0CA07111","","John","Fitzgerald","Fitzgerald, John","","D","9,188","14.96%","","","","","","","","",NA,NA,"2010"
"402",403,"California","CA","07","H0CA07103","","Rick","Tubbs","Tubbs, Rick","","R","15,245","57.07%","","","56,798","31.75%","","","","",NA,NA,"2010"
"403",404,"California","CA","07","H8CA07049","","Roger Allen","Petersen","Petersen, Roger Allen","","R","6,242","23.37%","","","","","","","","",NA,NA,"2010"
"404",405,"California","CA","07","H8CA07031","","Virginia","Fuller","Fuller, Virginia","","R","3,662","13.71%","","","","","","","","",NA,NA,"2010"
"405",406,"California","CA","07","H0CA00090","","Eugene ","Ray","Ray, Eugene ","","R","1,564","5.85%","","","","","","","","",NA,NA,"2010"
"409",410,"California","CA","08","H8CA05035","(I)","Nancy","Pelosi","Pelosi, Nancy","","D","77,175","100.00%","","","167,957","80.07%","","","","",NA,NA,"2010"
"411",412,"California","CA","08","H0CA08069","","John","Dennis","Dennis, John","","R","7,013","54.88%","","","31,771","15.15%","","","","",NA,NA,"2010"
"412",413,"California","CA","08","H8CA08062","","Dana","Walsh","Walsh, Dana","","R","5,766","45.12%","","","","","","","","",NA,NA,"2010"
"414",415,"California","CA","08","H0CA08085","","Gloria E.","La Riva","La Riva, Gloria E.","","PAF","216","100.00%","","","5,161","2.46%","","","","",NA,NA,"2010"
"416",417,"California","CA","08","H6CA08173","","Philip ","Berg","Berg, Philip ","","LIB","361","100.00%","","","4,843","2.31%","","","","",NA,NA,"2010"
"418",419,"California","CA","08","H0CA08077","","Summer ","Shields","Shields, Summer ","","W","","","","","24","0.01%","","","","",NA,NA,"2010"
"421",422,"California","CA","09","H8CA09060","(I)","Barbara","Lee","Lee, Barbara","","D","82,951","100.00%","","","180,400","84.27%","","","","",NA,NA,"2010"
"423",424,"California","CA","09","H0CA09075","","Gerald ","Hashimoto","Hashimoto, Gerald ","","R","10,067","100.00%","","","23,054","10.77%","","","","",NA,NA,"2010"
"425",426,"California","CA","09","H0CA09083","","Dave","Heller","Heller, Dave","","GRE","1,915","100.00%","","","4,848","2.26%","","","","",NA,NA,"2010"
"427",428,"California","CA","09","H2CA09097","","James","Eyer","Eyer, James","","LIB","292","100.00%","","","4,113","1.92%","","","","",NA,NA,"2010"
"429",430,"California","CA","09","H0CA09091","","Larry","Allen","Allen, Larry","","PAF","205","100.00%","","","1,670","0.78%","","","","",NA,NA,"2010"
"433",434,"California","CA","10","H0CA10149","(I)","John","Garamendi","Garamendi, John","","D","62,138","100.00%","","","137,578","58.84%","","","","",NA,NA,"2010"
"435",436,"California","CA","10","H0CA10180","","Gary","Clift","Clift, Gary","","R","25,331","54.60%","","","88,512","37.86%","","","","",NA,NA,"2010"
"436",437,"California","CA","10","H0CA10230","","Buddy","Burke","Burke, Buddy","","R","21,060","45.40%","","","","","","","","",NA,NA,"2010"
"438",439,"California","CA","10","H0CA10164","","Jeremy","Cloward","Cloward, Jeremy","","GRE","502","100.00%","","","7,716","3.30%","","","","",NA,NA,"2010"
"440",441,"California","CA","10","H0CA10214","","Jerome H. ""Jerry""","Denham","Denham, Jerome H. ""Jerry""","","AIP","1,058","100.00%","","","","","","","","",NA,NA,"2010"
"444",445,"California","CA","11","H4CA11081","(I)","Jerry","McNerney","McNerney, Jerry","","D","48,772","100.00%","","","115,361","47.97%","","","","",NA,NA,"2010"
"446",447,"California","CA","11","H0CA10123","","David","Harmer","Harmer, David","","R","24,626","36.44%","","","112,703","46.86%","","","","",NA,NA,"2010"
"447",448,"California","CA","11","H0CA11303","","Brad","Goehring","Goehring, Brad","","R","18,300","27.08%","","","","","","","","",NA,NA,"2010"
"448",449,"California","CA","11","H0CA11337","","Antonio C. ""Tony""","Amador","Amador, Antonio C. ""Tony""","","R","13,355","19.76%","","","","","","","","",NA,NA,"2010"
"449",450,"California","CA","11","H0CA11352","","Elizabeth","Emken","Emken, Elizabeth","","R","11,306","16.73%","","","","","","","","",NA,NA,"2010"
"451",452,"California","CA","11","H0CA11360","","David","Christensen","Christensen, David","","AIP","1,291","100.00%","","","12,439","5.17%","","","","",NA,NA,"2010"
"455",456,"California","CA","12","H8CA12171","(I)","Jackie ","Speier","Speier, Jackie ","","D","64,770","100.00%","","","152,044","75.58%","","","","",NA,NA,"2010"
"457",458,"California","CA","12","H8CA12148","","Mike","Moloney","Moloney, Mike","","R","20,460","97.26%","","","44,475","22.11%","","","","",NA,NA,"2010"
"458",459,"California","CA","12","H0CA12095","","Michael Douglas","Parker","Parker, Michael Douglas","","W(REP)","576","2.74%","","","","","","","","",NA,NA,"2010"
"460",461,"California","CA","12","H0CA12087","","Mark Paul","Williams","Williams, Mark Paul","","LIB","313","100.00%","","","4,611","2.29%","","","","",NA,NA,"2010"
"462",463,"California","CA","12","H0CA12103","","Joseph Michael","Harding","Harding, Joseph Michael","","W","","","","","32","0.02%","","","","",NA,NA,"2010"
"465",466,"California","CA","13","H6CA09023","(I)","Fortney Pete","Stark","Stark, Fortney Pete","","D","48,603","84.35%","","","118,278","71.95%","","","","",NA,NA,"2010"
"466",467,"California","CA","13","H0CA13093","","Justin ","Jelincic","Jelincic, Justin ","","D","9,021","15.65%","","","","","","","","",NA,NA,"2010"
"468",469,"California","CA","13","H0CA13101","","Forest ","Baker","Baker, Forest ","","R","10,591","54.53%","","","45,575","27.73%","","","","",NA,NA,"2010"
"469",470,"California","CA","13","H0CA13085","","Luis","Garcia","Garcia, Luis","","R","8,831","45.47%","","","","","","","","",NA,NA,"2010"
"471",472,"California","CA","13","H0CA13119","","Chris","Pareja","Pareja, Chris","","W","","","","","525","0.32%","","","","",NA,NA,"2010"
"474",475,"California","CA","14","H8CA12098","(I)","Anna G.","Eshoo","Eshoo, Anna G.","","D","66,978","100.00%","","","151,217","69.09%","","","","",NA,NA,"2010"
"476",477,"California","CA","14","H0CA14075","","Dave","Chapman","Chapman, Dave","","R","17,783","52.98%","","","60,917","27.83%","","","","",NA,NA,"2010"
"477",478,"California","CA","14","H8CA14169","","Ronny","Santana","Santana, Ronny","","R","15,783","47.02%","","","","","","","","",NA,NA,"2010"
"479",480,"California","CA","14","H0CA14083","","Paul","Lazaga","Lazaga, Paul","","LIB","624","100.00%","","","6,735","3.08%","","","","",NA,NA,"2010"
"483",484,"California","CA","15","H0CA15148","(I)","Mike","Honda","Honda, Mike","","D","57,662","100.00%","","","126,147","67.60%","","","","",NA,NA,"2010"
"485",486,"California","CA","15","H0CA15205","","Scott","Kirkland","Kirkland, Scott","","R","12,992","38.78%","","","60,468","32.40%","","","","",NA,NA,"2010"
"486",487,"California","CA","15","H0CA15189","","Don ","Barich","Barich, Don ","","R","12,314","36.75%","","","","","","","","",NA,NA,"2010"
"487",488,"California","CA","15","H4CA15058","","Raymond L.","Chukwu","Chukwu, Raymond L.","","R","8,200","24.47%","","","","","","","","",NA,NA,"2010"
"491",492,"California","CA","16","H4CA16049","(I)","Zoe","Lofgren","Lofgren, Zoe","","D","48,757","100.00%","","","105,841","67.82%","","","","",NA,NA,"2010"
"493",494,"California","CA","16","H0CA16104","","Daniel","Sahagun","Sahagun, Daniel","","W(REP)/REP","2,935","91.15%","","","37,913","24.29%","","","","",NA,NA,"2010"
"494",495,"California","CA","16","H0CA16096","","Edward ","Gonzalez","Gonzalez, Edward ","","W(REP)","285","8.85%","","","","","","","","",NA,NA,"2010"
"496",497,"California","CA","16","H0CA16096","","Edward ","Gonzalez","Gonzalez, Edward ","","LIB","319","100.00%","","","12,304","7.88%","","","","",NA,NA,"2010"
"500",501,"California","CA","17","H4CA17021","(I)","Sam","Farr","Farr, Sam","","D","52,689","88.79%","","","118,734","66.65%","","","","",NA,NA,"2010"
"501",502,"California","CA","17","H6CA16069","","Arthur V.","Dunn","Dunn, Arthur V.","","D","6,653","11.21%","","","","","","","","",NA,NA,"2010"
"503",504,"California","CA","17","H8CA17089","","Jeff","Taylor","Taylor, Jeff","","R","17,790","61.09%","","","53,176","29.85%","","","","",NA,NA,"2010"
"504",505,"California","CA","17","H0CA17110","","Gary Richard","Arnold","Arnold, Gary Richard","","R","6,192","21.26%","","","","","","","","",NA,NA,"2010"
"505",506,"California","CA","17","H0CA17144","","Pete ","Andresen","Andresen, Pete ","","R","5,125","17.60%","","","","","","","","",NA,NA,"2010"
"506",507,"California","CA","17","H0CA17177","","Michael Robert","Le Barre","Le Barre, Michael Robert","","W(REP)","12","0.04%","","","","","","","","",NA,NA,"2010"
"508",509,"California","CA","17","H0CA17151","","Eric","Petersen","Petersen, Eric","","GRE","600","100.00%","","","3,397","1.91%","","","","",NA,NA,"2010"
"510",511,"California","CA","17","H0CA17128","","Mary V.","Larkin","Larkin, Mary V.","","LIB","334","100.00%","","","2,742","1.54%","","","","",NA,NA,"2010"
"512",513,"California","CA","17","H0CA17185 ","","Ronald P.","Kabat","Kabat, Ronald P.","","W","","","","","90","0.05%","","","","",NA,NA,"2010"
"515",516,"California","CA","18","H2CA18056","(I)","Dennis","Cardoza","Cardoza, Dennis","","D","28,748","100.00%","","","72,853","58.48%","","","","",NA,NA,"2010"
"517",518,"California","CA","18","H0CA18050","","Michael Clare, Sr.","Berryhill","Berryhill, Michael Clare, Sr.","","R","23,978","100.00%","","","51,716","41.52%","","","","",NA,NA,"2010"
"521",522,"California","CA","19","H0CA19173","","Jeff","Denham","Denham, Jeff","","R","26,594","36.30%","","","128,394","64.55%","","","","",NA,NA,"2010"
"522",523,"California","CA","19","H0CA19140","","Jim","Patterson","Patterson, Jim","","R","22,355","30.51%","","","","","","","","",NA,NA,"2010"
"523",524,"California","CA","19","H2CA11051","","Richard","Pombo","Pombo, Richard","","R","15,196","20.74%","","","","","","","","",NA,NA,"2010"
"524",525,"California","CA","19","H0CA19181","","Larry ","Westerlund","Westerlund, Larry ","","R","9,126","12.46%","","","","","","","","",NA,NA,"2010"
"526",527,"California","CA","19","H0CA19132","","Loraine","Goodwin","Goodwin, Loraine","","D","20,452","52.56%","","","69,912","35.15%","","","","",NA,NA,"2010"
"527",528,"California","CA","19","H0CA19124","","Les","Marsden","Marsden, Les","","DEM/W","18,457","47.44%","","","596","0.30%","","","","",NA,NA,"2010"
"531",532,"California","CA","20","H4CA20082","(I)","Jim","Costa","Costa, Jim","","D","19,599","79.28%","","","46,247","51.70%","","","","",NA,NA,"2010"
"532",533,"California","CA","20","H6CA21176","","Steve ","Haze","Haze, Steve ","","D","5,122","20.72%","","","","","","","","",NA,NA,"2010"
"534",535,"California","CA","20","H0CA20098","","Andy","Vidak","Vidak, Andy","","R","13,770","70.30%","","","43,197","48.30%","","","","",NA,NA,"2010"
"535",536,"California","CA","20","H0CA20114","","Richard","Lake","Lake, Richard","","R","4,347","22.19%","","","","","","","","",NA,NA,"2010"
"536",537,"California","CA","20","H0CA20106","","Serafin","Quintanar","Quintanar, Serafin","","R","1,471","7.51%","","","","","","","","",NA,NA,"2010"
"540",541,"California","CA","21","H8CA20059","(I)","Devin G.","Nunes","Nunes, Devin G.","","R","55,299","100.00%","","","135,979","100.00%","","","","",NA,NA,"2010"
"542",543,"California","CA","21","H0CA21096","","Ruben","Macareno","Macareno, Ruben","","W(DEM)","367","100.00%","","","","","","","","",NA,NA,"2010"
"546",547,"California","CA","22","H6CA22125","(I)","Kevin","McCarthy","McCarthy, Kevin","","R","77,140","100.00%","","","173,490","98.76%","","","","",NA,NA,"2010"
"548",549,"California","CA","22","H0CA22086","","John","Uebersax","Uebersax, John","","W","","","","","2,173","1.24%","","","","",NA,NA,"2010"
"551",552,"California","CA","23","H8CA22089","(I)","Lois","Capps","Capps, Lois","","D","52,305","100.00%","","","111,768","57.77%","","","","",NA,NA,"2010"
"553",554,"California","CA","23","H0CA23118","","Tom ","Watson","Watson, Tom ","","R","15,108","36.08%","","","72,744","37.60%","","","","",NA,NA,"2010"
"554",555,"California","CA","23","H0CA23100","","John A.","Davidson","Davidson, John A.","","R","9,429","22.52%","","","","","","","","",NA,NA,"2010"
"555",556,"California","CA","23","H0CA23092","","Dave","Stockdale","Stockdale, Dave","","R","7,044","16.82%","","","","","","","","",NA,NA,"2010"
"556",557,"California","CA","23","H0CA23126","","Clark","Vandeventer","Vandeventer, Clark","","R","6,670","15.93%","","","","","","","","",NA,NA,"2010"
"557",558,"California","CA","23","H0CA23134","","Carole Lee","Miller","Miller, Carole Lee","","R","3,626","8.66%","","","","","","","","",NA,NA,"2010"
"559",560,"California","CA","23","H0CA23159","","John V.","Hager","Hager, John V.","","IND","","","","","5,625","2.91%","","","","",NA,NA,"2010"
"560",561,"California","CA","23","H0CA23142","","Darrell M.","Stafford","Stafford, Darrell M.","","LIB","434","100.00%","","","3,326","1.72%","","","","",NA,NA,"2010"
"564",565,"California","CA","24","H6CA21028","(I)","Elton","Gallegly","Gallegly, Elton","","R","71,041","100.00%","","","144,055","59.94%","","","","",NA,NA,"2010"
"566",567,"California","CA","24","H0CA24116","","Timothy J.","Allison","Allison, Timothy J.","","D","19,832","47.39%","","","96,279","40.06%","","","","",NA,NA,"2010"
"567",568,"California","CA","24","H0CA24124","","Marie T.","Panec","Panec, Marie T.","","D","12,526","29.93%","","","","","","","","",NA,NA,"2010"
"568",569,"California","CA","24","H0CA24108","","Shawn","Stern","Stern, Shawn","","D","9,494","22.68%","","","","","","","","",NA,NA,"2010"
"572",573,"California","CA","25","H2CA25036","(I)","Howard P. ""Buck""","McKeon","McKeon, Howard P. ""Buck""","","R","47,544","100.00%","","","118,308","61.83%","","","","",NA,NA,"2010"
"574",575,"California","CA","25","H8CA25058","","Jackie ","Conaway","Conaway, Jackie ","","D","23,546","100.00%","","","73,028","38.17%","","","","",NA,NA,"2010"
"578",579,"California","CA","26","H8CA35032","(I)","David","Dreier","Dreier, David","","R","42,400","72.33%","","","112,774","54.13%","","","","",NA,NA,"2010"
"579",580,"California","CA","26","H0CA26095","","Mark","Butler","Butler, Mark","","R","16,220","27.67%","","","","","","","","",NA,NA,"2010"
